umap_lat,umap_lon
29.481197,15.350797
29.446154,15.412258
29.446932,15.38807
29.325075,15.54582
27.690744,14.695542
27.711813,14.692146
27.95537,14.649586
27.94975,14.647209
27.952024,14.667694
27.60112,14.687919
27.945377,14.670401
27.929136,14.67108
27.952982,14.640249
27.89289,14.987391
27.922144,14.996622
27.486712,15.010186
27.889181,14.978458
27.890242,14.987873
27.476837,15.016255
27.506542,15.026455
27.14571,15.225218
27.485178,15.005792
27.485348,15.0084305
27.474478,15.010479
24.010767,19.346676
27.117834,15.267333
27.154675,15.234683
27.155516,15.233138
27.17502,15.229372
27.158539,15.232323
24.034662,19.33192
24.134771,19.250513
27.16413,15.23359
24.027792,19.33416
27.136679,15.247976
24.02572,19.334013
24.025505,19.3361
23.991705,19.354286
24.014658,19.343128
24.032106,19.331799
24.023046,19.337357
23.994518,19.35287
23.99583,19.352602
24.011549,19.353594
24.015799,19.34287
24.016382,19.342188
27.149662,15.224618
24.016315,19.343985
27.524948,14.680638
27.512505,14.684103
27.523438,14.679845
27.507732,14.670903
27.60908,14.708417
27.524675,14.679269
27.523355,14.68098
27.711143,14.69595
27.619493,14.706274
27.61326,14.711466
27.635891,14.708341
27.50709,14.678276
27.520693,14.680424
27.523827,14.68232
23.448421,19.257816
27.505238,14.681971
27.51006,14.668361
23.437078,19.265837
23.434586,19.264767
23.439411,19.264183
23.45383,19.254328
23.4392,19.25624
23.435799,19.259056
23.439299,19.263401
27.524502,14.674224
23.453299,19.274538
23.446348,19.248896
23.44556,19.269579
23.448051,19.276505
23.446978,19.277264
23.489191,19.500053
23.467411,19.254211
23.452103,19.247091
23.448605,19.26455
23.960228,19.344181
23.894766,19.397072
23.906143,19.388666
24.00497,19.351519
23.990528,19.356558
23.958828,19.372469
23.921993,19.386002
23.92675,19.382372
22.83498,20.159584
23.644169,19.604115
23.456938,19.644472
23.414467,19.707897
23.51398,19.426918
23.5259,19.490383
23.479683,19.629522
23.483358,19.626148
23.432877,19.740871
23.410427,19.715527
23.415676,19.712276
23.401758,19.721453
23.419176,19.707766
23.42505,19.717527
22.998816,20.071949
23.010466,20.052664
23.140753,19.586279
23.00956,20.059025
23.150206,19.582449
23.140053,19.572199
23.140873,19.583527
23.36348,19.515339
23.401814,19.47449
23.127565,19.583517
23.110777,19.529825
23.400917,19.48917
23.399843,19.489655
23.403433,19.486687
23.11162,19.529613
23.135305,19.49795
23.43549,19.270588
23.44815,19.25474
23.117115,19.520405
23.120113,19.522535
23.102657,19.542612
23.125608,19.513704
23.117208,19.524717
23.106068,19.535746
23.103529,19.536856
23.074667,19.536768
22.913385,19.687607
22.97295,19.607779
22.71268,19.883858
22.934168,19.687094
22.706549,19.889318
22.663189,19.915419
22.639503,19.928787
22.67119,19.928822
22.675888,19.926306
22.83691,20.038334
22.84018,20.039185
22.803879,20.03776
22.473236,20.051394
22.959826,19.712946
22.820335,20.042309
22.815344,20.036228
22.959332,19.712492
23.08413,19.618607
23.08405,19.619188
22.834755,20.053465
23.085905,19.596037
23.108294,19.534376
23.082127,19.626196
23.085579,19.600218
23.015024,20.05281
22.838295,20.053572
22.839615,20.051844
22.85718,20.04724
22.869358,20.042654
22.965952,20.091331
22.881948,20.011946
22.84499,20.052681
23.006067,20.053616
23.007385,20.057274
23.020494,20.049551
22.989063,20.137112
22.853783,20.139702
22.84379,20.157541
22.777517,20.176771
22.700676,20.20623
22.670216,20.23702
22.66399,20.193382
22.659256,20.193762
22.659729,20.207317
22.661106,20.206654
22.48333,20.24182
22.83207,20.052301
22.657673,20.165613
22.680252,20.145397
22.609259,20.166285
22.831959,20.055216
22.835314,20.057343
22.5961,20.170504
22.593292,20.17208
22.829325,20.056993
22.835966,20.053528
22.821785,20.02969
22.834114,20.053373
22.818419,20.047657
22.805464,20.045446
22.82894,20.037844
22.81932,20.046415
22.817728,20.048239
26.976294,17.215797
27.016428,17.223948
27.213942,17.195023
26.906029,17.223171
27.253403,17.186583
27.090096,17.205538
26.89658,17.22348
27.075493,17.20723
27.094088,17.206274
26.12402,17.235216
26.100878,17.235718
27.244455,17.189016
27.293114,17.196379
27.22141,17.192125
27.194487,17.224836
27.295515,17.175726
27.20776,17.20964
27.204502,17.137888
27.206406,17.120697
27.204338,17.13973
27.165602,17.165949
27.203737,17.137562
27.29746,17.106472
27.136639,17.191038
27.135126,17.194452
27.170378,17.187912
27.26311,17.177568
27.287796,17.203081
27.27357,17.184246
27.26145,17.180674
27.30517,17.10694
27.252657,17.120914
27.196287,17.137112
27.371843,17.027014
27.315897,17.069094
27.266918,17.12511
27.372303,17.03195
27.371227,17.030441
27.342775,17.091805
27.355242,17.082972
27.330982,17.102802
27.346458,17.088625
27.36108,17.122255
27.355715,17.192438
27.292414,17.1801
27.296572,17.177889
27.36473,17.154264
27.291492,17.182306
27.38805,17.151173
27.272488,17.201921
27.296738,17.180405
27.32021,17.171495
27.546091,17.098972
27.738365,17.013632
27.962452,16.914316
27.323593,17.17077
27.544502,17.115692
27.310005,17.175718
27.771238,16.955414
27.728634,17.002829
27.66607,17.044626
27.66723,17.04038
27.2999,17.178345
27.761248,16.975368
27.738764,16.995457
27.335238,17.09607
27.726593,16.910496
27.318302,17.114922
27.351572,17.087532
27.36051,17.073816
27.337221,17.102545
27.765598,16.734404
27.730186,16.77121
27.74146,16.744028
27.743177,16.751532
27.761171,16.853643
27.76341,16.853039
27.724363,16.904087
27.729746,16.907383
27.74672,16.890532
27.795214,16.967127
27.729954,17.004837
27.729282,17.013964
27.65719,17.047335
27.67841,17.036684
27.762661,17.000757
27.800476,16.960258
27.618843,17.072592
27.750961,17.005764
27.78005,16.968166
27.77297,16.975931
28.087458,16.817554
27.76736,16.854847
27.781515,16.962236
27.776703,16.968128
27.773808,16.970907
27.77742,16.867107
27.774748,16.865807
27.777527,16.868366
27.777527,16.848808
27.784433,16.847485
27.748701,16.880972
27.826994,16.871037
27.7885,16.845884
27.762371,16.743551
27.763512,16.750494
27.72736,16.749605
27.753338,16.747522
27.78146,16.666883
27.893488,16.395393
27.748188,16.742144
28.23212,16.676546
28.192541,16.71364
28.189486,16.717493
28.208178,16.699455
28.221033,16.719622
28.194334,16.71342
28.19068,16.72012
28.090405,16.831188
28.051716,16.843683
28.050697,16.841864
28.067316,16.849108
28.98722,16.148819
28.038805,16.86849
27.73144,15.84
27.54739,15.445984
27.557983,15.506927
27.639198,15.485608
27.630964,15.483408
27.62287,15.470504
27.973293,16.146112
27.998098,16.182726
27.622765,15.470704
27.63345,15.470766
28.084774,15.953979
28.110985,14.565072
28.104872,14.561873
28.109928,14.56366
28.027527,14.643579
27.944933,14.656363
28.015928,14.656091
28.308279,14.58739
28.288532,14.5981
28.289537,14.593013
28.336123,14.640527
29.22194,14.627348
29.193281,14.603676
29.22905,14.645474
29.22482,14.646158
29.227268,14.647232
29.225441,14.6462555
29.278288,15.498647
29.235952,14.621783
29.271074,14.665634
29.23783,14.643954
29.230602,14.613479
29.26458,14.652687
29.223015,14.616699
29.23448,14.629929
29.214256,14.600175
29.206451,14.590626
29.165062,14.552893
29.226295,14.610938
29.217606,14.603918
28.289865,14.59552
29.209438,14.598283
29.215391,14.600008
29.234774,14.625196
29.215988,14.605212
29.214607,14.601718
27.999985,14.645456
28.29093,14.599043
28.130241,14.528357
28.111462,14.562688
28.12116,14.563062
28.118896,14.562604
28.11097,14.564319
28.108507,14.563132
28.127743,14.554731
28.124054,14.562355
28.128626,14.542156
28.118176,14.563599
28.132418,14.56186
28.231743,14.535498
28.179235,14.546953
28.289371,14.532535
28.855701,14.532464
28.273695,14.58893
28.993156,14.545569
29.216621,14.60475
29.056452,14.554957
16.5906,11.013618
20.926908,21.16512
20.902348,21.150543
20.923136,21.119656
20.928108,21.104227
20.937414,21.119137
20.980032,21.146507
20.979889,21.139503
20.943571,21.112942
20.996004,21.029486
21.175163,20.883472
21.450861,20.579674
21.26499,20.676968
21.188845,20.660915
21.009655,21.016989
21.021873,20.958786
21.233997,20.771141
21.016092,20.961166
20.964508,21.125046
20.946918,21.106144
20.990976,21.021183
20.903708,21.076227
20.89245,21.133041
20.894093,21.12826
20.89674,21.084473
20.986382,21.020756
21.049717,20.955357
20.915182,21.04972
20.926237,20.941109
20.916666,21.035656
20.929235,20.954382
20.921158,20.937075
20.90296,20.868624
20.906368,20.882397
20.985018,20.923006
22.579092,20.172968
22.491974,20.215809
22.31014,20.263023
22.581045,20.177433
22.475086,20.075605
22.59023,20.173052
22.30772,20.242617
22.310173,20.241623
22.498812,20.062784
22.478596,20.081875
22.489672,20.0681
22.501364,20.073711
22.44683,20.044199
22.164307,20.146164
22.194218,20.157377
22.087934,20.159653
22.098501,20.164694
22.220371,20.102566
22.450575,20.080896
22.448427,20.080933
22.449905,20.080719
22.312735,20.18584
22.425001,20.084862
22.150318,20.194626
22.149517,20.193848
22.35735,20.151394
22.302486,20.24075
22.279606,20.228008
22.256521,20.235508
22.31017,20.245405
22.303642,20.264484
22.303425,20.264551
22.332533,20.245417
22.260714,20.292282
22.129473,20.331236
22.122005,20.352482
21.68367,20.491413
22.131098,20.334372
22.221424,20.3186
22.171942,20.3034
22.107262,20.340551
21.853178,20.4187
21.816927,20.423723
22.125145,20.260838
21.935112,20.354654
21.955723,20.350542
21.669207,20.461733
21.692503,20.454428
22.15475,20.30058
21.864918,20.302137
21.815514,20.356976
21.676739,20.459297
21.600664,20.423813
21.808994,20.360674
21.988005,20.238398
21.731949,20.35046
21.812159,20.298698
21.79687,20.305655
21.857857,20.30069
21.811712,20.296513
21.99026,20.237217
21.974445,20.242697
22.010605,20.213247
21.798464,20.29781
21.934752,20.239237
21.998766,20.20393
21.818752,20.294746
21.80562,20.299383
21.741083,20.334864
21.704596,20.284695
21.793222,20.320662
21.74328,20.345934
21.661057,20.352274
21.666819,20.350163
21.17661,20.644423
21.504452,20.511553
21.560312,20.467539
21.636967,20.502188
21.650547,20.489573
21.64868,20.485619
21.448181,20.50424
21.646713,20.484192
21.413576,20.594053
21.405895,20.596117
21.40747,20.594477
21.146114,20.675415
21.363853,20.587826
21.36506,20.578869
21.474552,20.486847
8.821127,21.6681
8.540092,22.194542
11.989749,23.751198
11.99952,23.778713
20.294504,20.633879
8.964507,21.6687
8.969656,21.66946
20.726543,20.989996
20.816635,20.908302
20.805714,20.947054
20.91644,20.880472
20.885775,20.844328
20.752182,20.744549
20.837759,20.706331
20.88656,20.77338
20.957674,20.900196
20.893208,20.80885
20.88504,20.81232
20.883924,20.81208
21.142614,20.649765
21.159466,20.632597
21.200548,20.625175
21.157368,20.644636
20.969023,20.580229
21.158926,20.633608
21.457195,20.478477
21.456106,20.477959
21.454435,20.475338
21.048412,20.522894
21.45766,20.475475
21.528374,20.439157
21.538435,20.433218
21.521458,20.435675
21.651077,20.361162
21.64736,20.317038
21.626965,20.331842
21.590752,20.376299
21.500164,20.397467
21.590055,20.366667
21.606659,20.359919
21.517673,20.383461
21.361277,20.439203
21.515306,20.385118
21.04272,20.476328
21.046135,20.51757
20.839745,20.716103
20.813734,20.723549
20.720976,20.607222
20.731092,20.6474
20.75701,20.963667
20.674915,20.80606
20.728535,20.812857
20.72778,20.811934
20.709028,20.788496
8.9629545,21.66592
8.962733,21.666151
8.964471,21.668447
20.659098,20.768602
20.64695,20.770742
20.684448,20.729046
20.523134,20.66069
20.516737,20.598803
20.514664,20.599283
20.706469,20.738173
20.891832,20.52036
20.866657,20.498898
20.89545,20.520706
20.54784,20.581392
20.503052,20.572336
20.506025,20.58922
20.876966,20.510296
20.903748,20.509556
20.846703,20.533691
20.91535,20.509169
20.88919,20.473383
20.839985,20.510565
20.591198,20.52121
20.872227,20.4762
20.85285,20.509281
20.895056,20.471859
20.417624,20.553068
19.95464,20.602884
21.450397,20.38782
20.838175,20.447393
20.711369,20.491709
20.711786,20.491728
20.716875,20.466501
20.361818,20.566448
20.427427,20.569096
20.390013,20.537746
20.389343,20.57276
20.378925,20.565723
20.392168,20.562716
20.429083,20.56821
20.388866,20.569782
20.393618,20.570534
20.356918,20.574461
20.352783,20.5757
20.363945,20.549757
20.339771,20.591133
20.311907,20.603012
20.360733,20.610365
20.38186,20.631645
20.371195,20.628044
20.488163,20.70996
20.36456,20.63161
12.00215,23.776453
11.98634,23.787367
11.984973,23.78879
11.989692,23.785984
11.989575,23.786118
11.989323,23.786453
11.98408,23.789562
11.972198,23.804178
11.978769,23.795755
11.975542,23.803955
11.993825,23.782331
20.3616,20.575638
19.89892,20.620699
20.348495,20.600883
20.35502,20.599789
20.34271,20.61906
20.333693,20.615057
11.988887,23.797153
20.354885,20.577047
20.349236,20.572193
20.35961,20.563961
20.368717,20.569271
19.901075,20.620914
19.67162,20.635849
11.8133545,23.923239
11.939841,23.840359
11.939928,23.840385
11.943898,23.835567
11.945788,23.832745
11.968489,23.809055
11.964369,23.820822
19.403101,20.72131
19.642231,20.651562
19.394028,20.723635
19.38278,20.740005
19.47438,20.686874
19.435965,20.696959
19.435585,20.696783
19.427364,20.698992
19.424091,20.699053
19.434937,20.696966
19.439394,20.696537
19.420662,20.699718
11.942715,23.843853
11.983672,23.811932
11.942679,23.837582
11.889439,23.89812
11.918894,23.867607
11.828849,23.960163
11.794957,24.010006
11.748455,24.054077
19.587955,20.65983
19.560724,20.667334
11.248503,24.582932
11.251187,24.522429
11.366208,24.317322
11.462609,24.253841
11.626745,24.124735
11.683817,24.149082
11.88068,23.919924
11.792746,24.031853
19.423197,20.69986
19.414001,20.701456
11.901159,23.953024
23.524652,12.810629
11.598813,24.2887
11.618327,24.252874
11.609653,24.263338
11.630865,24.252651
11.597906,24.289043
11.6261835,24.239088
11.476932,24.42962
11.536065,24.365286
11.616644,24.25141
11.41568,24.484688
11.424759,24.475601
11.167027,24.839071
11.23554,24.646627
11.167442,24.79906
11.198245,24.752522
11.236581,24.716272
11.403312,24.511362
11.116029,24.759453
11.142549,24.792725
11.032928,24.728132
11.059778,24.745153
11.046241,24.736881
11.113521,24.801762
11.057168,24.745657
11.155347,24.805964
11.151533,24.817242
11.171957,24.838238
11.143806,24.834564
11.167746,24.798965
11.162334,24.808418
11.161257,24.80957
11.235509,24.728962
11.246246,24.718525
11.4135895,24.506805
11.402496,24.520222
11.383724,24.538708
11.43771,24.476707
11.459731,24.45317
11.480894,24.423105
11.431796,24.48205
11.484066,24.426487
11.459868,24.453094
11.46602,24.443571
11.381786,24.550909
11.116212,24.893604
11.149513,24.821913
11.15718,24.815174
11.139852,24.830719
11.14744,24.83008
11.144777,24.828268
11.036387,24.726292
11.024875,24.71061
23.688292,12.735007
23.531342,12.80606
23.532373,12.802273
23.548298,12.78862
23.666365,12.72714
11.598147,24.297874
11.571948,24.322786
11.58514,24.306732
11.565685,24.328852
11.588127,24.302336
11.588459,24.298965
11.571884,24.321627
11.56434,24.326874
11.602801,24.282907
11.566516,24.328627
11.53322,24.365429
11.570102,24.324173
11.516045,24.387764
11.556058,24.342533
11.561798,24.334036
11.465586,24.444004
11.51738,24.385849
11.426991,24.481998
8.03397,21.749746
8.03402,21.750486
8.106616,21.868353
8.055242,21.772894
8.032546,21.775255
8.045605,21.76757
8.045059,21.756388
8.215563,21.730452
8.517966,22.510643
8.472473,22.366812
8.382366,22.270134
8.520647,22.619879
8.394406,22.279354
8.094825,21.838375
8.4007845,22.306814
8.413791,22.3326
8.413822,22.332445
8.4004755,22.307158
8.511253,22.650677
8.525277,22.674505
8.514873,22.646841
8.535822,22.688562
8.536179,22.688581
8.528064,22.662361
8.530219,22.667892
8.5176115,22.622414
8.547057,22.652004
8.541121,22.695004
8.535228,22.696733
8.543702,22.705841
8.535937,22.671234
8.545944,22.69295
10.935067,24.635548
8.539276,22.699007
8.5414715,22.70885
8.547131,22.715368
8.58129,22.74389
8.547034,22.713036
8.556085,22.720682
8.587425,22.747482
8.42862,22.50394
16.578785,1.1137594
8.411753,22.485895
8.505212,22.632917
16.607306,1.1428553
16.554726,1.2697456
16.45311,1.3923165
16.627369,1.2473145
16.62509,1.2487751
16.636925,1.232966
16.697655,1.2245225
16.611752,1.1321306
16.576023,1.0930939
16.616795,1.1358943
16.660698,1.1779523
16.645412,1.1596001
16.663313,1.1739281
16.640575,1.1524935
16.636204,1.1477289
16.668108,1.2020808
16.646082,1.1910851
16.649511,1.1726068
16.604414,1.1195831
16.623196,1.1445713
16.62331,1.2199901
16.63431,1.150041
16.684383,1.1990486
16.645779,1.166337
16.644547,1.1592568
16.630836,1.1565992
16.643911,1.1642458
16.626972,1.1496214
16.619627,1.1449496
16.626842,1.1486827
16.58551,1.1177695
16.613516,1.1468132
7.7096157,4.3971314
7.766285,4.4361105
7.874989,4.386224
8.514341,4.183918
8.578217,4.181613
8.527706,4.1929874
8.528692,4.189973
8.549396,4.160166
8.113653,4.280883
8.861907,4.3775783
8.896146,4.2232895
8.68696,4.1392875
8.89583,4.12623
9.034938,4.0819235
8.90967,4.0858536
8.763925,4.0945187
9.134871,4.091847
9.261552,3.9656992
9.044512,4.0289006
9.217445,3.9228313
9.0518055,3.957025
9.084574,3.856197
8.812058,4.0783043
8.912723,4.0807056
8.804167,4.0595183
8.755652,4.068369
8.740641,4.0767975
8.721483,4.082604
8.781928,4.0109234
8.781413,3.9848716
8.901955,3.9541714
4.1934457,13.845652
4.1986685,13.83746
4.132647,13.916569
4.1710653,13.878124
4.1843762,13.86021
4.1455364,13.907998
4.174795,13.879152
4.1692166,13.88238
4.137448,13.916352
4.1539874,13.898747
4.169159,13.883596
4.160281,13.890701
4.1165023,13.931956
4.1557026,13.892552
4.164421,13.885988
4.1637197,13.883237
4.158801,13.891356
4.175679,13.869526
4.134658,13.913759
4.2199984,13.823126
4.2720447,13.751946
4.197618,13.841593
4.197599,13.841592
4.2724204,13.751037
4.2695827,13.754637
4.255366,13.774558
4.1945324,13.847009
4.171257,13.873712
4.1706276,13.873709
4.10183,13.943717
4.179315,13.865678
4.1894336,13.854162
4.179281,13.864232
4.178972,13.865916
4.1910157,13.851096
4.2209415,13.817144
4.216398,13.824393
4.2076974,13.830333
4.236276,13.795702
4.1647606,13.885941
4.1844378,13.86386
4.2097654,13.845763
4.213678,13.825772
4.245241,13.7867155
4.2574368,13.77407
7.020803,8.121671
4.233554,13.807504
6.6290083,9.289424
6.6446342,9.209555
6.764547,9.23454
6.7219596,9.169937
6.706442,9.156812
6.705355,9.143932
6.6465073,9.135474
6.6164045,9.175191
6.7066293,9.154661
6.704818,9.166337
6.6544104,9.214999
6.654334,9.11916
6.662717,9.088175
6.6510005,9.069861
6.6821804,9.049011
6.5388856,9.074119
6.5212393,9.076446
6.612703,9.167839
6.6823797,9.093273
6.6958756,9.061711
6.6010675,9.0690155
6.6741347,9.085489
6.6322393,9.039227
6.621072,9.0354
6.6580124,8.998228
6.5211344,9.075103
6.541204,9.075234
6.5157137,9.07936
6.4852586,9.094633
6.534557,9.115865
6.492004,9.109493
6.4983587,9.103305
6.499491,9.101231
6.4992104,9.099515
6.4981637,9.099411
6.465339,9.131651
4.2903786,13.702152
6.5152745,9.0648575
6.5564895,9.003521
6.6174035,9.015845
6.516167,9.0774
6.4964824,9.092759
6.5263968,9.043004
6.6983886,9.0986185
7.1110625,8.478135
7.416934,8.063744
7.5522876,8.12572
7.6830716,7.906569
7.4861827,8.014375
6.75041,7.7592406
6.7518916,7.7599144
6.746992,7.760735
6.802494,7.873677
7.4219546,8.003432
7.1442175,7.9303203
7.4696507,8.018574
7.4486365,7.9746523
7.4555173,7.989482
6.8877854,7.8509874
6.879268,7.8433166
6.889229,7.850589
6.799204,7.7720003
7.001602,7.9010897
6.77442,7.758172
6.7789564,7.763502
6.779391,7.762705
6.7436223,7.757511
6.729847,7.729587
6.895447,7.8124733
6.848128,7.8197446
6.8845267,7.8308425
6.895171,7.8247027
6.975301,7.9294453
6.945121,7.9059987
6.8775935,7.8582807
6.9953675,7.795233
6.795209,7.7673516
6.8057017,7.775244
6.9288435,7.841892
6.911976,7.784359
6.9738803,7.7890267
6.9338813,7.7871037
7.392563,7.956979
6.964113,7.881329
6.9760027,7.882981
6.9849863,7.8775954
7.9408607,7.8385086
8.011362,7.884977
7.965386,7.841855
7.967489,7.851109
7.79872,7.8300805
7.821478,7.780094
9.858383,7.5424623
8.2505665,7.846308
10.058883,8.058112
10.088655,7.9534674
10.062655,8.012517
10.140931,7.91332
10.063043,8.084154
10.105338,8.136371
10.066195,8.089927
10.064818,8.092393
10.062163,8.084557
10.077734,8.156141
10.179831,8.150947
10.063718,8.140793
10.064029,8.144746
10.063814,8.169583
10.025205,8.173605
8.437003,3.6937428
8.571792,3.7128572
8.564203,3.6979957
8.560494,3.6795144
8.536352,3.661515
8.597627,3.6713276
8.430003,3.563241
8.870874,3.9091415
9.064427,3.7465882
8.997937,3.786523
9.028641,3.7252204
8.828072,3.8223133
8.767089,3.9293187
8.798453,3.9160917
8.772004,3.8659565
8.622986,3.8306272
8.400868,3.8913326
8.566485,4.1314383
8.538688,4.1588216
8.4367895,4.11389
8.375187,3.9435656
8.641258,3.9901197
8.62642,4.071549
8.33812,3.8869004
8.33276,3.9185202
8.308152,3.952982
8.325544,3.9245741
8.374109,3.8577292
8.352662,3.9021878
8.309512,3.94398
8.243399,3.983739
8.108386,4.175903
10.943495,8.421069
10.91186,8.74753
10.854289,8.795877
10.608235,8.696786
10.567702,8.731152
10.532282,8.740102
10.7166605,8.795237
10.69412,8.795876
10.694288,8.771527
10.434846,8.664736
10.452142,8.86634
10.0604105,9.281728
10.5752535,8.700555
10.57552,8.695933
10.576354,8.696771
10.409345,8.507504
19.157656,2.1940534
19.12942,2.2140224
19.10927,2.2533975
19.658028,2.2714078
19.553484,2.2346177
19.468775,2.1900709
19.212765,2.1672535
19.3419,2.1686485
19.40797,2.183928
19.158018,2.1565049
18.991566,2.0533333
19.011084,2.050271
19.130196,2.1006563
19.26779,2.1465983
19.02543,2.0834062
18.977911,2.0419075
18.995314,2.0449028
19.659542,2.2594478
18.994787,2.0433242
19.013535,2.1031172
19.011873,2.0929658
18.990913,2.0767272
18.939268,2.0453677
20.54563,2.5664072
20.585064,2.608233
20.586143,2.6129584
20.620834,2.6640105
20.62934,2.667212
20.63155,2.6733813
20.641077,2.6806068
20.489199,2.7798007
20.487719,2.5181372
20.514248,2.531649
20.513613,2.5322518
20.566683,2.5883093
20.566824,2.588112
20.46746,2.5092416
20.396687,2.4810596
20.593897,2.621385
20.60312,2.6074317
20.632378,2.6792376
20.654327,2.676239
20.63669,2.6725328
20.594032,2.6203718
20.662848,2.701159
20.364914,2.9195938
20.364832,2.915061
20.682234,2.756751
20.683834,2.7636878
20.702637,2.7552638
20.700077,2.755561
20.73474,2.7899177
20.709923,2.7815287
20.69898,2.7653513
20.71988,2.7762449
20.704725,2.7585175
20.51255,2.5353856
20.50095,2.520993
20.49826,2.5236502
20.559826,2.5796041
20.529821,2.5551758
20.28659,2.43676
19.79211,3.196831
19.74384,3.233384
19.886822,3.122125
19.83499,3.159362
19.79461,3.1949005
19.747768,3.224632
19.79495,3.1988685
19.786434,3.2091198
19.752102,3.235455
19.796267,3.1963286
19.90785,3.145302
19.836952,3.1813588
19.79553,3.2056737
19.901617,3.151907
20.173044,3.0063882
20.17205,3.0069373
19.883017,3.1613271
19.903696,3.147817
19.96409,3.1163883
19.934,3.1304796
19.792843,3.2083676
19.749138,3.2379572
19.775875,3.2209892
19.442019,3.4751902
19.79458,3.2066636
19.766962,3.2253683
19.777895,3.2256641
19.777431,3.2222455
19.464067,3.4593885
19.426224,3.4871628
19.356907,3.5501335
19.22144,3.681083
19.264507,3.6386523
19.191822,3.715095
19.229164,3.6745393
19.289448,3.614802
19.42355,3.4919999
19.444403,3.4738798
19.55698,3.3850396
19.143953,3.77287
19.162214,3.7481422
19.140802,3.7787795
18.505016,11.481684
19.121157,3.8248882
17.929815,12.53356
17.921923,12.531921
17.902855,12.523164
17.850033,12.440555
17.892282,12.492868
17.88401,12.47439
17.878717,12.453557
